ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1787408	7.55e-01	5.69e-01	-0.572081	-6.732666	-0.03923232	219879791	NUDT17	nudix hydrolase 17
ILMN_2397230	7.56e-01	5.71e-01	-0.569658	-6.734051	-0.03922896	50312662	USP16	ubiquitin specific peptidase 16
ILMN_1758606	2.39e-01	9.48e-02	-1.697395	-5.48102	-0.03918519	544583484	CCNY	cyclin Y
ILMN_1794162	6.59e-01	4.44e-01	-0.770997	-6.59926	-0.03918519	108773811	LHFPL4	lipoma HMGIC fusion partner-like 4
ILMN_1730964	4.04e-01	2.02e-01	-1.289503	-6.071613	-0.03917172	756761741	CLEC18C	C-type lectin domain family 18 member C
ILMN_1746220	4.52e-01	2.40e-01	-1.187431	-6.195642	-0.03913468	116534899	DBH	dopamine beta-hydroxylase
ILMN_1771884	7.31e-01	5.35e-01	-0.623495	-6.701919	-0.03908081	288557233	ZNF45	zinc finger protein 45
ILMN_2300526	3.42e-01	1.58e-01	-1.430179	-5.884893	-0.03907744	NA		
ILMN_1776852	4.21e-01	2.15e-01	-1.252285	-6.117961	-0.03906061	110578656	TUSC5	tumor suppressor candidate 5
ILMN_2339655	5.32e-01	3.09e-01	-1.025853	-6.371959	-0.0390101	209529732	MAPK7	mitogen-activated protein kinase 7
ILMN_1769433	8.19e-01	6.62e-01	-0.439914	-6.799679	-0.03899327	550544222	IQGAP2	IQ motif containing GTPase activating protein 2
ILMN_2114894	5.88e-01	3.64e-01	-0.91402	-6.479425	-0.03894949	NA		
ILMN_2041788	9.04e-01	8.01e-01	-0.253636	-6.864549	-0.03894613	537544620	PLS3	plastin 3
ILMN_1782558	4.53e-01	2.41e-01	-1.184638	-6.198898	-0.03889226	213688344	XG	Xg blood group
ILMN_1794074	6.75e-01	4.64e-01	-0.737312	-6.624585	-0.03881145	57242783	MXI1	MAX interactor 1, dimerization protein
ILMN_2085258	3.90e-01	1.92e-01	-1.320726	-6.031741	-0.03880471	52317238	OR4D10	olfactory receptor family 4 subfamily D member 10
ILMN_2132082	5.31e-01	3.08e-01	-1029	-6.368762	-0.03879798	30089681	SNORD107	small nucleolar RNA, C/D box 107
ILMN_1765232	8.05e-01	6.41e-01	-0.467988	-6.786897	-0.03877778	237649116	RNLS	renalase, FAD dependent amine oxidase
ILMN_1701837	8.48e-01	7.07e-01	-0.377044	-6.825452	-0.03873737	239835719	KLHL2	kelch like family member 2
ILMN_2332558	7.56e-01	5.71e-01	-0.569739	-6.734004	-0.03872727	82546835	ARL5A	ADP ribosylation factor like GTPase 5A
ILMN_1694839	3.80e-01	1.84e-01	-1.342945	-6.002819	-0.03872054	111119006	DSPP	dentin sialophosphoprotein
ILMN_2313074	7.37e-01	5.44e-01	-0.610966	-6.709652	-0.03872054	89353286	DEDD	death effector domain containing
ILMN_1666004	7.64e-01	5.81e-01	-0.554801	-6.742413	-0.0387138	523498695	WASL	Wiskott-Aldrich syndrome like
ILMN_1808584	8.37e-01	6.91e-01	-0.399152	-6.816839	-0.03867677	918410271	COX20	COX20, cytochrome c oxidase assembly factor
ILMN_2115813	4.57e-01	2.44e-01	-1.177331	-6.207386	-0.0386532	63985969	DUX5	double homeobox 5
ILMN_1695773	4.65e-01	2.50e-01	-1.161016	-6.226152	-0.03862626	557786219	STK24	serine/threonine kinase 24
ILMN_1733758	6.10e-01	3.87e-01	-0.871936	-6.516747	-0.03861616	142388655	MT1B	metallothionein 1B
ILMN_1731062	7.45e-01	5.54e-01	-0.594722	-6.719448	-0.03858923	268834883	NPY	neuropeptide Y
ILMN_1696041	4.96e-01	2.76e-01	-1.098577	-6.29566	-0.03856566	89903014	CDC42	cell division cycle 42
ILMN_1705414	4.88e-01	2.69e-01	-1.115465	-6.277224	-0.03853872	571330736	ELP5	elongator acetyltransferase complex subunit 5
ILMN_1779934	5.45e-01	3.21e-01	-1.000354	-6.397517	-0.03853872	284925126	CDH23	cadherin-related 23
ILMN_1757785	3.87e-01	1.89e-01	-1.327753	-6.022643	-0.03851852	346644678	GIMAP6	GTPase, IMAP family member 6
ILMN_2323816	3.89e-01	1.91e-01	-1.322881	-6.028955	-0.03850505	NA		
ILMN_1705637	5.03e-01	2.83e-01	-1.083615	-6.311767	-0.03850505	148613877	ACR	acrosin
ILMN_1754541	4.37e-01	2.28e-01	-1.21746	-6.160163	-0.03849495	297206742	MYCL	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog
ILMN_1704797	6.47e-01	4.29e-01	-0.796809	-6.579103	-0.03847475	53832017	CLEC10A	C-type lectin domain family 10 member A
ILMN_1775658	4.05e-01	2.03e-01	-1.286606	-6.075267	-0.03844444	NA		
ILMN_1715659	3.64e-01	1.73e-01	-1.379107	-5.954779	-0.03841751	731441385	HIPK4	homeodomain interacting protein kinase 4
ILMN_1685259	3.99e-01	1.98e-01	-1.300284	-6.057947	-0.03841077	729719228	SLC45A2	solute carrier family 45 member 2
ILMN_1758633	8.55e-01	7.20e-01	-0.360331	-6.831639	-0.03840067	1001624571	CCDC130	coiled-coil domain containing 130
ILMN_2187071	4.08e-01	2.05e-01	-1.281217	-6.082043	-0.038367	312222700	STPG1	sperm tail PG-rich repeat containing 1
ILMN_2312606	8.29e-01	6.79e-01	-0.415977	-6.809957	-0.03835017	629266056	IRF5	interferon regulatory factor 5
ILMN_2317493	3.45e-01	1.60e-01	-1.422539	-5.895499	-0.03834007	24234731	SEMA6D	semaphorin 6D
ILMN_1757532	4.78e-01	2.60e-01	-1.136038	-6.254399	-0.03832997	970841899	SNPH	syntaphilin
ILMN_2342515	5.96e-01	3.73e-01	-0.89754	-6.494244	-0.03832323	239787185	FXN	frataxin
ILMN_1814619	5.79e-01	3.56e-01	-0.931032	-6.463853	-0.03829966	110347444	ZNF33A	zinc finger protein 33A
ILMN_1739872	5.02e-01	2.82e-01	-1.085302	-6.309963	-0.03828956	NA		
ILMN_2063687	5.14e-01	2.93e-01	-1.060592	-6.336139	-0.0382862	299782602	ZNF624	zinc finger protein 624
ILMN_2044927	6.56e-01	4.40e-01	-0.777908	-6.593927	-0.03828283	156631002	RNF5	ring finger protein 5
ILMN_1784454	4.38e-01	2.29e-01	-1.216139	-6.16174	-0.03827946	182507162	ITGB1	integrin subunit beta 1
ILMN_1694273	4.27e-01	2.20e-01	-1.238799	-6.134438	-0.03824916	194018561	HRH3	histamine receptor H3
ILMN_1735548	7.68e-01	5.87e-01	-0.545543	-6.747513	-0.03823569	613410169	HIVEP1	human immunodeficiency virus type I enhancer binding protein 1
ILMN_2331658	6.51e-01	4.34e-01	-0.787494	-6.586452	-0.03823232	NA		
ILMN_1795711	2.90e-01	1.25e-01	-1.554868	-5.704354	-0.03817508	223633914	LCE2B	late cornified envelope 2B
ILMN_1659952	7.84e-01	6.08e-01	-0.515164	-6.763652	-0.03816498	219842310	MTMR2	myotubularin related protein 2
ILMN_2395506	4.60e-01	2.46e-01	-1.171806	-6.213768	-0.03815825	224967048	SOX6	SRY-box 6
ILMN_1771629	5.33e-01	3.10e-01	-1.023734	-6.374106	-0.03813131	116812629	SDR39U1	short chain dehydrogenase/reductase family 39U member 1
ILMN_2215989	4.17e-01	2.12e-01	-1.261362	-6.106776	-0.03811785	157738648	NEFM	neurofilament, medium polypeptide
ILMN_1659744	2.73e-01	1.15e-01	-1.60036	-5.635019	-0.03808418	NA		
ILMN_1800179	3.68e-01	1.76e-01	-1.369923	-5.967093	-0.03808418	393290855	KCNJ4	potassium voltage-gated channel subfamily J member 4
ILMN_1689426	4.19e-01	2.14e-01	-1.257182	-6.111936	-0.03805051	84043947	HOXA3	homeobox A3
ILMN_1703667	4.69e-01	2.54e-01	-1.152785	-6.235525	-0.03802357	4826797	KCNJ4	potassium voltage-gated channel subfamily J member 4
ILMN_2348259	5.11e-01	2.90e-01	-1.068373	-6.327959	-0.03799663	566559892	ZNF92	zinc finger protein 92
ILMN_1656171	7.93e-01	6.22e-01	-0.496083	-6.77332	-0.0379899	1040735421	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19
ILMN_2242635	3.47e-01	1.62e-01	-1.416772	-5.903469	-0.0379798	NA		
ILMN_2176758	4.26e-01	2.19e-01	-1.242517	-6.129912	-0.03794276	730229358	TRPV5	transient receptor potential cation channel subfamily V member 5
ILMN_2390919	9.19e-01	8.29e-01	-0.216442	-6.873339	-0.03791246	51873054	FBLN2	fibulin 2
ILMN_1715613	5.85e-01	3.61e-01	-0.919921	-6.474055	-0.03789226	354721193	TAOK2	TAO kinase 2
ILMN_2336803	5.66e-01	3.42e-01	-0.957958	-6.438635	-0.03787205	66932995	RPGR	retinitis pigmentosa GTPase regulator
ILMN_1707336	7.79e-01	6.02e-01	-0.524776	-6.758644	-0.03785859	311771643	ARPC4	actin related protein 2/3 complex subunit 4
ILMN_2404256	7.43e-01	5.52e-01	-0.598302	-6.717311	-0.03785522	148539859	PTPRT	protein tyrosine phosphatase, receptor type T
ILMN_2324561	7.58e-01	5.73e-01	-0.566911	-6.735613	-0.03784175	342672033	SLC7A6	solute carrier family 7 member 6
ILMN_1694007	4.57e-01	2.44e-01	-1.177288	-6.207435	-0.03783502	223972674	ADRB3	adrenoceptor beta 3
ILMN_1653283	7.06e-01	5.03e-01	-0.674393	-6.66891	-0.03781145	228008403	APP	amyloid beta precursor protein
ILMN_2287147	5.11e-01	2.90e-01	-1.067588	-6.328787	-0.03780471	345110649	UBTF	upstream binding transcription factor, RNA polymerase I
ILMN_1706873	8.44e-01	7.01e-01	-0.386217	-6.821937	-0.03780135	984880775	RPL34	ribosomal protein L34
ILMN_2277492	5.35e-01	3.12e-01	-1.019614	-6.37827	-0.03778788	116734852	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
ILMN_2175265	7.67e-01	5.86e-01	-0.547995	-6.746171	-0.03778788	215422431	TMEM11	transmembrane protein 11
ILMN_1724350	6.59e-01	4.44e-01	-0.770268	-6.59982	-0.03778451	62865605	TRIM36	tripartite motif containing 36
ILMN_2208491	4.61e-01	2.47e-01	-1.169561	-6.216354	-0.03776431	224586941	RPLP0P2	ribosomal protein lateral stalk subunit P0 pseudogene 2
ILMN_2296335	5.36e-01	3.13e-01	-1.018486	-6.379407	-0.03775421	170014699	WHSC1	Wolf-Hirschhorn syndrome candidate 1
ILMN_2363843	3.40e-01	1.57e-01	-1.43416	-5.879347	-0.0377138	71040087	RFX5	regulatory factor X5
ILMN_1792125	3.60e-01	1.70e-01	-1.389087	-5.941309	-0.03770034	324021689	KCNA2	potassium voltage-gated channel subfamily A member 2
ILMN_1669321	4.72e-01	2.56e-01	-1.14735	-6.24168	-0.03765657	111159469	MATK	megakaryocyte-associated tyrosine kinase
ILMN_1765480	4.11e-01	2.07e-01	-1.274407	-6.090568	-0.03763636	291575138	FRA10AC1	fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1
ILMN_1683093	3.61e-01	1.70e-01	-1.38717	-5.943904	-0.03762963	749502293	GYPB	glycophorin B (MNS blood group)
ILMN_1772845	6.90e-01	4.82e-01	-0.707231	-6.646261	-0.0376229	531990805	SNRNP35	small nuclear ribonucleoprotein U11/U12 subunit 35
ILMN_1742467	6.19e-01	3.98e-01	-0.851831	-6.533972	-0.03761616	257743474	PTCHD4	patched domain containing 4
ILMN_1657009	3.37e-01	1.55e-01	-1.440177	-5.870935	-0.03758923	53729315	NFASC	neurofascin
ILMN_1731240	6.17e-01	3.95e-01	-0.857029	-6.529556	-0.03758249	219842354	FGF7	fibroblast growth factor 7
ILMN_1813296	4.28e-01	2.21e-01	-1.236848	-6.136808	-0.03755892	93102373	RDH8	retinol dehydrogenase 8 (all-trans)
ILMN_1691334	5.58e-01	3.34e-01	-0.973913	-6.423363	-0.03752862	254911059	NME8	NME/NM23 family member 8
ILMN_1731718	3.93e-01	1.94e-01	-1.314933	-6.039206	-0.03751178	NA		
ILMN_1803979	4.57e-01	2.44e-01	-1.177624	-6.207046	-0.03748485	NA		
ILMN_1663422	7.66e-01	5.84e-01	-0.5501	-6.745013	-0.03747811	23957679	RGL4	ral guanine nucleotide dissociation stimulator like 4
ILMN_1699836	4.70e-01	2.54e-01	-1.151819	-6.236622	-0.03747475	NA		
ILMN_2284222	5.26e-01	3.03e-01	-1.038227	-6.359332	-0.03745455	262527294	CDK18	cyclin dependent kinase 18
ILMN_2388403	7.30e-01	5.33e-01	-0.626804	-6.69985	-0.03744108	300116252	EFCAB6	EF-hand calcium binding domain 6
ILMN_1687275	7.31e-01	5.34e-01	-0.624844	-6.701077	-0.03743098	574269854	AJUBA	ajuba LIM protein
ILMN_2381603	7.17e-01	5.17e-01	-0.651781	-6.68389	-0.03741414	38201658	ING3	inhibitor of growth family member 3
ILMN_1735608	6.53e-01	4.36e-01	-0.78465	-6.588679	-0.03739731	NA		
ILMN_1695949	4.11e-01	2.08e-01	-1.273936	-6.091156	-0.03738047	530788281	SIGLEC12	sialic acid binding Ig like lectin 12 (gene/pseudogene)
ILMN_1655955	8.14e-01	6.55e-01	-0.449273	-6.795505	-0.03731987	NA		
ILMN_1729713	2.70e-01	1.13e-01	-1.607223	-5.624399	-0.03731313	523425712	RAB23	RAB23, member RAS oncogene family
ILMN_1748601	4.71e-01	2.55e-01	-1.148796	-6.240045	-0.03731313	296010927	CD8B	CD8b molecule
ILMN_2293131	4.24e-01	2.17e-01	-1.24694	-6.124511	-0.03727609	39777605	ARHGEF1	Rho guanine nucleotide exchange factor 1
ILMN_1705392	4.57e-01	2.44e-01	-1.177372	-6.207338	-0.03724579	51173726	SMAD1	SMAD family member 1
ILMN_1785380	4.50e-01	2.38e-01	-1.192254	-6.19	-0.03721886	117938287	SLC1A2	solute carrier family 1 member 2
ILMN_2260082	5.31e-01	3.08e-01	-1.028644	-6.369123	-0.03721886	119393877	NAIP	NLR family apoptosis inhibitory protein
ILMN_1761084	7.80e-01	6.02e-01	-0.523955	-6.759076	-0.03721886	288541418	FNDC5	fibronectin type III domain containing 5
ILMN_1711359	3.77e-01	1.82e-01	-1.348643	-5.995329	-0.03716162	38348201	NRN1L	neuritin 1 like
ILMN_1660186	8.09e-01	6.46e-01	-0.461234	-6.790043	-0.03714815	115387092	SYF2	SYF2 pre-mRNA splicing factor
ILMN_1727205	4.72e-01	2.56e-01	-1.147878	-6.241084	-0.03714478	74136546	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like
ILMN_1799067	4.65e-01	2.50e-01	-1.161082	-6.226077	-0.03713131	733216527	PRSS58	protease, serine 58
ILMN_1696830	4.66e-01	2.51e-01	-1.159229	-6.228192	-0.03712121	55925573	AMPD2	adenosine monophosphate deaminase 2
ILMN_2054053	7.82e-01	6.05e-01	-0.519879	-6.761207	-0.03712121	214830731	TMEM67	transmembrane protein 67
ILMN_1782222	7.04e-01	5.01e-01	-0.677529	-6.666793	-0.03711111	651167362	KIAA1033	KIAA1033
ILMN_1787115	7.91e-01	6.17e-01	-0.501999	-6.770361	-0.03711111	270132687	WWTR1	WW domain containing transcription regulator 1
ILMN_1768783	4.04e-01	2.03e-01	-1.287744	-6.073832	-0.03710438	150421680	ATP11A	ATPase phospholipid transporting 11A
ILMN_1699644	8.40e-01	6.96e-01	-0.392927	-6.819313	-0.03709428	471434843	MARCH3	membrane associated ring-CH-type finger 3
ILMN_1675866	3.71e-01	1.78e-01	-1.363201	-5.976057	-0.03709091	39812034	ARRB2	arrestin beta 2
ILMN_1808821	7.79e-01	6.01e-01	-0.525873	-6.758068	-0.03707071	156416004	COMMD9	COMM domain containing 9
ILMN_1669966	7.90e-01	6.17e-01	-0.503059	-6.769827	-0.03699663	187281615	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7
ILMN_1778985	7.33e-01	5.38e-01	-0.620055	-6.704057	-0.03695623	751130456	PRMT9	protein arginine methyltransferase 9
ILMN_1679115	4.52e-01	2.40e-01	-1.186392	-6.196855	-0.03695286	226342925	TPH1	tryptophan hydroxylase 1
ILMN_1667753	4.04e-01	2.02e-01	-1.288905	-6.072368	-0.03694613	NA		
ILMN_1651457	4.76e-01	2.59e-01	-1.139977	-6.249984	-0.03694276	426214083	GPR32	G protein-coupled receptor 32
ILMN_2278539	7.10e-01	5.08e-01	-0.665845	-6.674632	-0.03691919	124028511	CFAP52	cilia and flagella associated protein 52
ILMN_2140207	7.17e-01	5.17e-01	-0.651266	-6.684225	-0.03691919	213972613	DPH6	diphthamine biosynthesis 6
ILMN_1727704	8.04e-01	6.39e-01	-0.471889	-6.785058	-0.03689899	51873032	LRRC29	leucine rich repeat containing 29
ILMN_1651787	4.54e-01	2.41e-01	-1.183625	-6.200078	-0.03687879	262231783	MSH5	mutS homolog 5
ILMN_1760369	5.11e-01	2.90e-01	-1.067411	-6.328974	-0.03687542	61744443	TSSK3	testis specific serine kinase 3
ILMN_2265093	6.06e-01	3.83e-01	-0.878392	-6.511133	-0.03684848	574284373	GPATCH2L	G-patch domain containing 2 like
ILMN_1815306	6.53e-01	4.37e-01	-0.783178	-6.589829	-0.03683165	19913415	AP2A1	adaptor related protein complex 2 alpha 1 subunit
ILMN_1714805	6.41e-01	4.22e-01	-0.8087	-6.5696	-0.03674411	231569855	ZC3H14	zinc finger CCCH-type containing 14
ILMN_1713533	4.70e-01	2.54e-01	-1.152032	-6.23638	-0.03673737	133778973	TKTL2	transketolase like 2
ILMN_1738033	3.95e-01	1.95e-01	-1.309513	-6.046164	-0.03672727	52317218	OR2T33	olfactory receptor family 2 subfamily T member 33
ILMN_2302632	5.39e-01	3.16e-01	-1.010797	-6.387125	-0.03671717	91718876	HFE	hemochromatosis
ILMN_1809272	4.62e-01	2.48e-01	-1.167411	-6.218826	-0.03667003	237512967	MGAT4B	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B
ILMN_2140034	5.41e-01	3.18e-01	-1.007372	-6.390546	-0.03664983	52353273	OR6X1	olfactory receptor family 6 subfamily X member 1
ILMN_2377708	4.07e-01	2.05e-01	-1.28164	-6.081512	-0.03664646	NA		
ILMN_1815812	7.45e-01	5.54e-01	-0.594591	-6.719526	-0.03662963	118344449	CDIP1	cell death inducing p53 target 1
ILMN_1740752	6.77e-01	4.66e-01	-0.733059	-6.627703	-0.03659933	224451051	GPAT4	glycerol-3-phosphate acyltransferase 4
ILMN_2278850	6.36e-01	4.17e-01	-0.817914	-6.562141	-0.03658923	565324199	RAB24	RAB24, member RAS oncogene family
ILMN_1656706	4.68e-01	2.53e-01	-1.155062	-6.23294	-0.03656902	444299645	LCE2D	late cornified envelope 2D
ILMN_1651800	6.30e-01	4.10e-01	-0.830348	-6.551943	-0.03656566	215277005	GSTM4	glutathione S-transferase mu 4
ILMN_1749109	7.98e-01	6.29e-01	-0.485811	-6.778375	-0.03655556	991820342	PSAP	prosaposin
ILMN_1765645	5.62e-01	3.38e-01	-0.966011	-6.430958	-0.03654882	116268106	C17orf50	chromosome 17 open reading frame 50
ILMN_1677432	8.59e-01	7.26e-01	-0.352229	-6.834538	-0.03652189	219689133	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1
ILMN_2057369	4.48e-01	2.37e-01	-1.194456	-6.187417	-0.03651515	222352103	ZNF396	zinc finger protein 396
ILMN_1745365	7.02e-01	4.97e-01	-0.682982	-6.663089	-0.03649832	NA		
ILMN_1684312	6.47e-01	4.29e-01	-0.795671	-6.580006	-0.03649158	667667727	NHLRC4	NHL repeat containing 4
ILMN_1803870	3.02e-01	1.32e-01	-1.525232	-5.74853	-0.03645791	197333743	CDK16	cyclin dependent kinase 16
ILMN_1727043	8.66e-01	7.37e-01	-0.337727	-6.839563	-0.03645455	964751502	COLGALT1	collagen beta(1-O)galactosyltransferase 1
ILMN_2120917	4.88e-01	2.69e-01	-1.115434	-6.277258	-0.03644444	732170468	CTR9	CTR9 homolog, Paf1/RNA polymerase II complex component
ILMN_2322100	4.26e-01	2.19e-01	-1.241678	-6.130934	-0.03644108	116284389	GRIA4	glutamate ionotropic receptor AMPA type subunit 4
ILMN_2296776	5.74e-01	3.50e-01	-0.942246	-6.453435	-0.03643434	125987586	PTPRA	protein tyrosine phosphatase, receptor type A
ILMN_2405129	7.50e-01	5.62e-01	-0.582786	-6.726479	-0.03643434	39777605	ARHGEF1	Rho guanine nucleotide exchange factor 1
ILMN_1807968	5.84e-01	3.60e-01	-0.922999	-6.47124	-0.03643098	283483967	RPS6KA6	ribosomal protein S6 kinase A6
ILMN_1754048	5.66e-01	3.42e-01	-0.958592	-6.438033	-0.03642088	429836861	KLHL40	kelch like family member 40
ILMN_2374191	4.51e-01	2.39e-01	-1.189631	-6.193071	-0.03639731	NA		
ILMN_1764456	4.23e-01	2.17e-01	-1.24815	-6.123031	-0.0363771	922960073	TECPR2	tectonin beta-propeller repeat containing 2
ILMN_1696294	4.24e-01	2.17e-01	-1.246885	-6.124579	-0.036367	88703042	SNX6	sorting nexin 6
ILMN_1789531	4.24e-01	2.18e-01	-1.24589	-6.125795	-0.03636027	NA		
ILMN_1742151	4.81e-01	2.63e-01	-1.129077	-6.262167	-0.0363367	NA		
ILMN_2150787	6.86e-01	4.78e-01	-0.714371	-6.641197	-0.0363266	339882742	HLA-C	major histocompatibility complex, class I, C
ILMN_1739815	5.22e-01	3.00e-01	-1.045561	-6.351779	-0.03631313	NA		
ILMN_1740706	5.71e-01	3.47e-01	-0.948168	-6.447884	-0.03631313	45269147	PMP2	peripheral myelin protein 2
ILMN_1663532	6.17e-01	3.94e-01	-0.857775	-6.52892	-0.03629966	95113665	RIC8B	RIC8 guanine nucleotide exchange factor B
ILMN_1767090	4.67e-01	2.52e-01	-1.15636	-6.231463	-0.03628956	110624780	MYH13	myosin heavy chain 13
ILMN_1694385	7.25e-01	5.27e-01	-0.636449	-6.69376	-0.03628956	520975504	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
ILMN_2212780	4.85e-01	2.67e-01	-1.120731	-6.27142	-0.0362862	115334680	GGTA1P	glycoprotein, alpha-galactosyltransferase 1 pseudogene
ILMN_1756590	7.74e-01	5.95e-01	-0.534895	-6.753274	-0.03628283	308199461	SYS1	Sys1 golgi trafficking protein
ILMN_2352159	5.80e-01	3.56e-01	-0.929543	-6.465227	-0.03627946	75905799	BBS9	Bardet-Biedl syndrome 9
ILMN_1707513	6.56e-01	4.40e-01	-0.776619	-6.594925	-0.03627273	816197617	PGPEP1	pyroglutamyl-peptidase I
ILMN_1656051	6.20e-01	3.98e-01	-0.850436	-6.535152	-0.03625589	31791027	KRTAP19-4	keratin associated protein 19-4
ILMN_2085760	8.91e-01	7.79e-01	-0.281554	-6.85704	-0.03625253	325197176	ARPC1B	actin related protein 2/3 complex subunit 1B
ILMN_1660852	6.36e-01	4.17e-01	-0.817212	-6.562712	-0.03624916	118766346	ZC3H6	zinc finger CCCH-type containing 6
ILMN_2344988	4.94e-01	2.75e-01	-1.101999	-6.291946	-0.03624242	91199541	KMT2E	lysine methyltransferase 2E
ILMN_1732149	4.76e-01	2.59e-01	-1.139741	-6.250249	-0.03620202	209180415	AQP2	aquaporin 2
ILMN_1722923	6.94e-01	4.87e-01	-0.699697	-6.651551	-0.03619865	387942365	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3
ILMN_2376502	7.19e-01	5.19e-01	-0.648197	-6.686218	-0.03618519	216548548	RHOBTB1	Rho related BTB domain containing 1
ILMN_2067980	6.24e-01	4.04e-01	-0.840976	-6.543108	-0.03617508	296080755	NKAP	NFKB activating protein
ILMN_1706582	5.13e-01	2.92e-01	-1.062845	-6.333777	-0.03616498	731184187	APOL2	apolipoprotein L2
ILMN_1714643	4.76e-01	2.59e-01	-1.140023	-6.249933	-0.03615825	221316698	MGAM	maltase-glucoamylase
ILMN_2303912	5.91e-01	3.68e-01	-0.907917	-6.484944	-0.03615825	148596960	SCD5	stearoyl-CoA desaturase 5
ILMN_1766425	7.53e-01	5.67e-01	-0.576047	-6.730387	-0.03614478	125625325	REPS2	RALBP1 associated Eps domain containing 2
ILMN_1707717	5.60e-01	3.36e-01	-0.970373	-6.426773	-0.03612458	66933010	BAALC	brain and acute leukemia, cytoplasmic
ILMN_2069945	7.94e-01	6.22e-01	-0.495125	-6.773796	-0.03612121	323462144	SNRNP27	small nuclear ribonucleoprotein U4/U6.U5 subunit 27
ILMN_1795706	4.55e-01	2.42e-01	-1.181976	-6.201996	-0.03611111	53729353	WNT6	Wnt family member 6
ILMN_1662302	6.88e-01	4.79e-01	-0.712145	-6.642781	-0.03609428	26024320	IFNL2	interferon lambda 2
ILMN_1679318	7.50e-01	5.61e-01	-0.58433	-6.725578	-0.03607744	109389361	ARSJ	arylsulfatase family member J
ILMN_1681751	5.36e-01	3.13e-01	-1.017008	-6.380895	-0.03601347	NA		
ILMN_2235115	4.87e-01	2.68e-01	-1.11725	-6.275259	-0.03599663	544583442	MAP3K19	mitogen-activated protein kinase kinase kinase 19
ILMN_1695829	7.69e-01	5.88e-01	-0.544847	-6.747893	-0.03597306	53988386	TTYH2	tweety family member 2
ILMN_2091221	6.19e-01	3.97e-01	-0.853462	-6.532589	-0.03595286	238859544	TULP2	tubby like protein 2
ILMN_1679796	8.76e-01	7.53e-01	-0.316469	-6.846548	-0.03594276	208609996	TOMM20	translocase of outer mitochondrial membrane 20
ILMN_1807662	7.97e-01	6.27e-01	-0.488607	-6.777009	-0.03593939	953768341	IGF2R	insulin like growth factor 2 receptor
ILMN_1653821	4.41e-01	2.31e-01	-1.209739	-6.169365	-0.03587879	1017029569	ADRA1A	adrenoceptor alpha 1A
ILMN_2382271	5.27e-01	3.04e-01	-1.036935	-6.360658	-0.03584512	523567541	NCKIPSD	NCK interacting protein with SH3 domain
ILMN_1752412	4.79e-01	2.62e-01	-1.13281	-6.258008	-0.03579798	163792199	KCNC1	potassium voltage-gated channel subfamily C member 1
ILMN_1699514	4.71e-01	2.55e-01	-1.149112	-6.239688	-0.03579461	1007370696	PHF7	PHD finger protein 7
ILMN_2184250	5.03e-01	2.82e-01	-1.084492	-6.31083	-0.03579125	380254460	SERPINB9	serpin family B member 9
ILMN_1686283	4.34e-01	2.25e-01	-1.225422	-6.150614	-0.03577778	NA		
ILMN_1659856	4.85e-01	2.67e-01	-1.120832	-6.271307	-0.03575421	110238584	FAM167B	family with sequence similarity 167 member B
ILMN_1684446	7.32e-01	5.36e-01	-0.622205	-6.702722	-0.03575421	118344453	SPAG7	sperm associated antigen 7
ILMN_2380660	4.21e-01	2.15e-01	-1.252724	-6.117422	-0.03574074	90669304	CCNB3	cyclin B3
ILMN_1796069	6.96e-01	4.90e-01	-0.694782	-6.654972	-0.03572727	187608376	CBLN2	cerebellin 2 precursor
ILMN_1759585	4.94e-01	2.75e-01	-1.10253	-6.291369	-0.03572391	54112406	CHEK2	checkpoint kinase 2
ILMN_1745343	6.96e-01	4.89e-01	-0.695733	-6.654312	-0.0357037	960513885	ZMAT2	zinc finger matrin-type 2
ILMN_1767827	4.80e-01	2.63e-01	-1.130546	-6.260532	-0.03568687	51896040	GRK7	G protein-coupled receptor kinase 7
ILMN_1758105	7.98e-01	6.28e-01	-0.486497	-6.778041	-0.0356835	190886443	ZNF791	zinc finger protein 791
ILMN_1655644	7.10e-01	5.08e-01	-0.665951	-6.674562	-0.0356532	34740326	ZNF804A	zinc finger protein 804A
ILMN_1705187	6.47e-01	4.29e-01	-0.796485	-6.579361	-0.03562963	82659092	PLPPR5	phospholipid phosphatase related 5
ILMN_1780996	6.37e-01	4.18e-01	-0.81541	-6.564176	-0.03560943	89242129	ETAA1	Ewing tumor associated antigen 1
ILMN_1760449	5.48e-01	3.25e-01	-0.992961	-6.404811	-0.03560269	37595531	TSPAN32	tetraspanin 32
