ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
205988_at	8.60e-01	7.94e-01	-0.262184	-7.3814772	-0.0180569	CD84	CD84 molecule
220795_s_at	7.83e-01	6.93e-01	-0.39608	-7.3372055	-0.0180335	BEGAIN	brain enriched guanylate kinase associated
220059_at	8.46e-01	7.76e-01	-0.285303	-7.3751172	-0.0180154	STAP1	signal transducing adaptor family member 1
209638_x_at	7.02e-01	5.95e-01	-0.532787	-7.2734859	-0.0180131	RGS12	regulator of G-protein signaling 12
206244_at	6.10e-01	4.94e-01	-0.686183	-7.1797928	-0.0180081	CR1	complement component 3b/4b receptor 1 (Knops blood group)
221313_at	8.41e-01	7.68e-01	-0.296069	-7.3719726	-0.0179753	GPR52	G protein-coupled receptor 52
207582_at	6.82e-01	5.72e-01	-0.566139	-7.2551078	-0.0179615	PIN1P1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1 pseudogene 1
216599_x_at	6.96e-01	5.88e-01	-0.542702	-7.2681383	-0.0179548	SLC22A6	solute carrier family 22 member 6
210800_at	7.58e-01	6.62e-01	-0.437759	-7.3197586	-0.0179365	TIMM8A	translocase of inner mitochondrial membrane 8 homolog A (yeast)
211807_x_at	7.01e-01	5.94e-01	-0.53411	-7.2727781	-0.0179109	PCDHGB5	protocadherin gamma subfamily B, 5
216668_at	7.92e-01	7.04e-01	-0.380594	-7.3432446	-0.0179024		
215615_x_at	6.78e-01	5.67e-01	-0.57368	-7.2507991	-0.0178832		
220551_at	7.25e-01	6.22e-01	-0.494062	-7.2934316	-0.0178614	SLC17A6	solute carrier family 17 member 6
203222_s_at	8.47e-01	7.77e-01	-0.284101	-7.3754611	-0.017817	TLE1	transducin like enhancer of split 1
211221_at	7.80e-01	6.89e-01	-0.401438	-7.3350598	-0.0178162	TADA3	transcriptional adaptor 3
217476_at	8.24e-01	7.45e-01	-0.325455	-7.3627972	-0.0178151	NR1D1///THRA	nuclear receptor subfamily 1 group D member 1///thyroid hormone receptor, alpha
220696_at	8.04e-01	7.21e-01	-0.358672	-7.3513831	-0.0178103		
211892_s_at	7.42e-01	6.42e-01	-0.465983	-7.3069574	-0.0178013	PTGIS	prostaglandin I2 (prostacyclin) synthase
215790_at	7.89e-01	7.00e-01	-0.386803	-7.340852	-0.0177988	AJAP1	adherens junctions associated protein 1
216890_at	7.57e-01	6.61e-01	-0.439932	-7.3188014	-0.0177793		
211490_at	7.10e-01	6.04e-01	-0.519538	-7.2804781	-0.0177749	ADRA1A	adrenoceptor alpha 1A
215561_s_at	7.97e-01	7.11e-01	-0.372116	-7.3464492	-0.0177625	IL1R1	interleukin 1 receptor type 1
208304_at	8.40e-01	7.67e-01	-0.297082	-7.3716707	-0.0177421	CCR3	C-C motif chemokine receptor 3
212164_at	8.01e-01	7.17e-01	-0.363584	-7.3496015	-0.0177387	TMEM183B///TMEM183A	transmembrane protein 183B///transmembrane protein 183A
211147_s_at	7.98e-01	7.12e-01	-0.370477	-7.3470605	-0.0176879	P2RX6	purinergic receptor P2X 6
203160_s_at	8.19e-01	7.40e-01	-0.333298	-7.3602019	-0.0176841	RNF8	ring finger protein 8
215163_at	6.33e-01	5.18e-01	-0.649032	-7.2046328	-0.0176706		
217059_at	7.21e-01	6.17e-01	-0.500913	-7.2900121	-0.0176702	MUC7	mucin 7, secreted
209271_at	8.03e-01	7.19e-01	-0.361099	-7.3505057	-0.017649	BPTF	bromodomain PHD finger transcription factor
206775_at	7.26e-01	6.23e-01	-0.492495	-7.294207	-0.0176458	CUBN	cubilin
202239_at	8.62e-01	7.98e-01	-0.256852	-7.3828679	-0.0175858	PARP4	poly(ADP-ribose) polymerase family member 4
216784_at	7.85e-01	6.95e-01	-0.393389	-7.338272	-0.0175607		
210122_at	7.94e-01	7.07e-01	-0.377171	-7.344547	-0.0175501	PRM2	protamine 2
202277_at	8.89e-01	8.34e-01	-0.210549	-7.3937443	-0.0175234	SPTLC1	serine palmitoyltransferase long chain base subunit 1
202180_s_at	9.03e-01	8.54e-01	-0.184744	-7.3988717	-0.0175233	MVP	major vault protein
210888_s_at	6.88e-01	5.80e-01	-0.555584	-7.2610442	-0.0174901	ITIH1	inter-alpha-trypsin inhibitor heavy chain 1
206969_at	7.22e-01	6.19e-01	-0.499158	-7.2908926	-0.0174643	LOC100653049///KRT34	keratin, type I cuticular Ha4///keratin 34
219358_s_at	8.68e-01	8.06e-01	-0.24656	-7.3854715	-0.0174547	ADAP2	ArfGAP with dual PH domains 2
211349_at	7.83e-01	6.93e-01	-0.396061	-7.337213	-0.0174369	SLC15A1	solute carrier family 15 member 1
216512_s_at	7.43e-01	6.44e-01	-0.462838	-7.3084234	-0.0174347	DCT	dopachrome tautomerase
205806_at	8.06e-01	7.24e-01	-0.354593	-7.3528443	-0.0173774	ROM1	retinal outer segment membrane protein 1
202051_s_at	8.46e-01	7.75e-01	-0.287067	-7.3746099	-0.0173746	ZMYM4	zinc finger MYM-type containing 4
220264_s_at	5.93e-01	4.75e-01	-0.716226	-7.1587035	-0.0173307	GPR107	G protein-coupled receptor 107
215089_s_at	8.55e-01	7.87e-01	-0.270294	-7.3793072	-0.0173251	RBM10	RNA binding motif protein 10
207085_x_at	8.65e-01	8.01e-01	-0.252607	-7.3839546	-0.0173212	CSF2RA	colony stimulating factor 2 receptor alpha subunit
202502_at	8.95e-01	8.42e-01	-0.200322	-7.3958564	-0.0173136	ACADM	acyl-CoA dehydrogenase, C-4 to C-12 straight chain
211605_s_at	8.59e-01	7.93e-01	-0.262917	-7.3812839	-0.0172929	RARA	retinoic acid receptor alpha
205154_at	7.89e-01	7.01e-01	-0.385643	-7.3413021	-0.0172864	LRRN2	leucine rich repeat neuronal 2
206614_at	7.76e-01	6.84e-01	-0.408433	-7.3322157	-0.0172853	GDF5	growth differentiation factor 5
220333_at	7.15e-01	6.10e-01	-0.510889	-7.2849484	-0.0172807	PAQR5	progestin and adipoQ receptor family member 5
201357_s_at	7.83e-01	6.93e-01	-0.396458	-7.3370549	-0.0172612	SF3A1	splicing factor 3a subunit 1
208058_s_at	7.69e-01	6.75e-01	-0.420307	-7.3272755	-0.0172309	MGAT3	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase
47571_at	7.79e-01	6.87e-01	-0.40443	-7.3338492	-0.0172169	ZNF236	zinc finger protein 236
208971_at	8.04e-01	7.20e-01	-0.359021	-7.3512573	-0.0172124	UROD	uroporphyrinogen decarboxylase
213785_at	7.77e-01	6.85e-01	-0.406727	-7.332914	-0.0171951	IPO9	importin 9
32032_at	7.43e-01	6.43e-01	-0.464401	-7.3076957	-0.017187	TSSK2///DGCR14	testis specific serine kinase 2///DiGeorge syndrome critical region gene 14
211736_at	6.93e-01	5.85e-01	-0.547586	-7.265468	-0.0171421	SP2	Sp2 transcription factor
206971_at	7.27e-01	6.26e-01	-0.489175	-7.2958423	-0.0171256	GPR161	G protein-coupled receptor 161
208518_s_at	7.90e-01	7.01e-01	-0.384541	-7.3417282	-0.0171114	PER2	period circadian clock 2
216610_at	7.90e-01	7.02e-01	-0.383812	-7.3420093	-0.0171077	SLC6A2	solute carrier family 6 member 2
211553_x_at	7.25e-01	6.22e-01	-0.49418	-7.2933729	-0.0170786	APAF1	apoptotic peptidase activating factor 1
1494_f_at	7.92e-01	7.04e-01	-0.380558	-7.3432584	-0.0170765	CYP2A6	cytochrome P450 family 2 subfamily A member 6
221153_s_at	7.03e-01	5.96e-01	-0.531059	-7.2744078	-0.0170517		
214914_at	7.31e-01	6.29e-01	-0.484237	-7.2982538	-0.0170333	FAM13C	family with sequence similarity 13 member C
216626_at	7.65e-01	6.70e-01	-0.42685	-7.3244929	-0.0170208		
211481_at	7.32e-01	6.31e-01	-0.481429	-7.2996143	-0.0169796	SLCO1A2	solute carrier organic anion transporter family member 1A2
215755_at	7.19e-01	6.16e-01	-0.503321	-7.2887989	-0.0169473		
217509_x_at	8.05e-01	7.22e-01	-0.356097	-7.3523076	-0.0169466	GRIK5	glutamate ionotropic receptor kainate type subunit 5
211572_s_at	7.21e-01	6.18e-01	-0.500489	-7.2902247	-0.0169446	SLC23A2	solute carrier family 23 member 2
206817_x_at	8.00e-01	7.15e-01	-0.366666	-7.3484713	-0.016931	CELF3	CUGBP, Elav-like family member 3
211157_at	8.31e-01	7.55e-01	-0.313226	-7.3667206	-0.0169249		
201031_s_at	8.91e-01	8.36e-01	-0.207888	-7.3943041	-0.0169247	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H)
215701_at	7.59e-01	6.63e-01	-0.436395	-7.3203569	-0.0168742		
211904_x_at	7.71e-01	6.77e-01	-0.417518	-7.3284486	-0.0168572	RAD52	RAD52 homolog, DNA repair protein
217511_at	8.08e-01	7.25e-01	-0.352317	-7.3536525	-0.0168076	KAZALD1	Kazal type serine peptidase inhibitor domain 1
220972_s_at	7.23e-01	6.20e-01	-0.496643	-7.2921489	-0.016801	KRTAP9-9	keratin associated protein 9-9
220080_at	8.05e-01	7.22e-01	-0.356048	-7.3523251	-0.0167944	FBXL8	F-box and leucine rich repeat protein 8
210030_at	8.25e-01	7.48e-01	-0.322524	-7.3637513	-0.0167758	DOHH	deoxyhypusine hydroxylase/monooxygenase
221037_s_at	5.79e-01	4.60e-01	-0.741007	-7.140635	-0.016763	SLC25A31	solute carrier family 25 member 31
208420_x_at	7.72e-01	6.78e-01	-0.416055	-7.3290607	-0.0167573	SUPT6H	SPT6 homolog, histone chaperone
222066_at	8.01e-01	7.17e-01	-0.363781	-7.3495294	-0.016753	EPB41L1	erythrocyte membrane protein band 4.1 like 1
201103_x_at	8.32e-01	7.56e-01	-0.312028	-7.3670971	-0.0167527	NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF14	neuroblastoma breakpoint family member 20///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 12///neuroblastoma breakpoint family member 14
220573_at	8.24e-01	7.46e-01	-0.324299	-7.3631743	-0.0167217	KLK14	kallikrein related peptidase 14
207702_s_at	8.60e-01	7.95e-01	-0.260386	-7.3819493	-0.0167202	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2
216572_at	8.71e-01	8.09e-01	-0.241765	-7.3866482	-0.0167174	FOXL1	forkhead box L1
207056_s_at	7.76e-01	6.83e-01	-0.409325	-7.3318496	-0.0167123	SLC4A8	solute carrier family 4 member 8
208430_s_at	7.80e-01	6.89e-01	-0.401229	-7.3351442	-0.0166515	DTNA	dystrobrevin alpha
211428_at	7.15e-01	6.11e-01	-0.510324	-7.285238	-0.016633	SERPINA1	serpin family A member 1
216788_at	7.16e-01	6.12e-01	-0.508006	-7.2864221	-0.0166303	ZNF443	zinc finger protein 443
215155_at	7.96e-01	7.09e-01	-0.374359	-7.3456083	-0.0166042	HEXA	hexosaminidase subunit alpha
220280_s_at	7.08e-01	6.02e-01	-0.522602	-7.2788768	-0.0165963	ANKMY1	ankyrin repeat and MYND domain containing 1
202229_s_at	7.53e-01	6.57e-01	-0.445896	-7.3161499	-0.0165777	CHERP	calcium homeostasis endoplasmic reticulum protein
201374_x_at	8.62e-01	7.96e-01	-0.258646	-7.3824031	-0.0165726	PPP2CB	protein phosphatase 2 catalytic subunit beta
215770_at	7.44e-01	6.45e-01	-0.461666	-7.3089671	-0.0165663	OR7E2P	olfactory receptor family 7 subfamily E member 2 pseudogene
215408_at	7.92e-01	7.04e-01	-0.380752	-7.343184	-0.0165492		
217272_s_at	8.03e-01	7.19e-01	-0.360875	-7.3505872	-0.0164972	SERPINB13	serpin family B member 13
220544_at	7.76e-01	6.83e-01	-0.409246	-7.331882	-0.0164955	TSKS	testis specific serine kinase substrate
218951_s_at	9.13e-01	8.69e-01	-0.165532	-7.4022543	-0.0164717	PLCXD1	phosphatidylinositol specific phospholipase C X domain containing 1
201838_s_at	7.28e-01	6.26e-01	-0.488742	-7.2960548	-0.0164582	SUPT7L	SPT7-like STAGA complex gamma subunit
211826_s_at	7.15e-01	6.11e-01	-0.509794	-7.2855094	-0.0164548	AFF1	AF4/FMR2 family member 1
217259_at	8.24e-01	7.47e-01	-0.323991	-7.3632749	-0.0164451		
216104_at	7.78e-01	6.85e-01	-0.40622	-7.3331207	-0.0164045		
210998_s_at	8.34e-01	7.59e-01	-0.307801	-7.3684134	-0.0163751	HGF	hepatocyte growth factor
205177_at	7.59e-01	6.64e-01	-0.435886	-7.3205798	-0.0163664	TNNI1	troponin I1, slow skeletal type
216519_s_at	7.64e-01	6.69e-01	-0.429127	-7.3235148	-0.0163394	PROSC	proline synthetase cotranscribed homolog (bacterial)
209088_s_at	8.92e-01	8.38e-01	-0.20437	-7.3950331	-0.0163252	UBN1	ubinuclein 1
221005_s_at	8.23e-01	7.45e-01	-0.325737	-7.3627051	-0.0163176	PTDSS2	phosphatidylserine synthase 2
216042_at	7.78e-01	6.86e-01	-0.405579	-7.333382	-0.0163135	TNFRSF25	TNF receptor superfamily member 25
209854_s_at	7.14e-01	6.10e-01	-0.511595	-7.2845863	-0.0163128	KLK2	kallikrein related peptidase 2
214568_at	8.42e-01	7.70e-01	-0.293316	-7.3727876	-0.0162928	TPSD1	tryptase delta 1
211112_at	7.36e-01	6.35e-01	-0.476474	-7.3019958	-0.016265	SLC12A4	solute carrier family 12 member 4
203314_at	8.16e-01	7.36e-01	-0.338589	-7.3584163	-0.0162605	GTPBP6	GTP binding protein 6 (putative)
217244_at	7.97e-01	7.12e-01	-0.370794	-7.3469423	-0.0162584		
216538_at	7.65e-01	6.70e-01	-0.427199	-7.3243435	-0.0162477		
217153_at	7.76e-01	6.83e-01	-0.40896	-7.3319995	-0.0162389	ARHGAP1	Rho GTPase activating protein 1
204888_s_at	7.51e-01	6.54e-01	-0.449149	-7.3146883	-0.0162298	NEURL1	neuralized E3 ubiquitin protein ligase 1
220451_s_at	8.32e-01	7.56e-01	-0.311197	-7.3673572	-0.0162204	BIRC7	baculoviral IAP repeat containing 7
216987_at	5.97e-01	4.79e-01	-0.710529	-7.162772	-0.0161986	IRF4	interferon regulatory factor 4
207221_at	7.26e-01	6.23e-01	-0.492751	-7.2940805	-0.0161729	F2RL3	F2R like thrombin/trypsin receptor 3
208992_s_at	8.69e-01	8.07e-01	-0.244527	-7.3859733	-0.0161681	STAT3	signal transducer and activator of transcription 3
206982_at	8.22e-01	7.44e-01	-0.327972	-7.361971	-0.0161352	CRYBA1	crystallin beta A1
206443_at	6.82e-01	5.72e-01	-0.567068	-7.2545802	-0.016119	RORB	RAR related orphan receptor B
207114_at	7.69e-01	6.75e-01	-0.420086	-7.3273687	-0.0161098	LY6G6C	lymphocyte antigen 6 complex, locus G6C
211476_at	6.96e-01	5.89e-01	-0.54198	-7.2685309	-0.0161077	MYOZ2	myozenin 2
208339_at	7.91e-01	7.02e-01	-0.383106	-7.3422813	-0.0160949	XKRY2///XKRY	XK related, Y-linked 2///XK related, Y-linked
211178_s_at	8.51e-01	7.81e-01	-0.278635	-7.3770066	-0.0160795	PSTPIP1	proline-serine-threonine phosphatase interacting protein 1
214421_x_at	8.60e-01	7.94e-01	-0.262234	-7.3814639	-0.0160422	CYP2C9	cytochrome P450 family 2 subfamily C member 9
220409_at	7.60e-01	6.65e-01	-0.43434	-7.3212554	-0.0160344	CAMSAP1	calmodulin regulated spectrin associated protein 1
214477_at	8.28e-01	7.52e-01	-0.317355	-7.3654127	-0.0160147	MLLT1	MLLT1, super elongation complex subunit
215782_at	7.43e-01	6.43e-01	-0.464419	-7.3076876	-0.0159943	RAB40AL	RAB40A, member RAS oncogene family-like
211260_at	7.66e-01	6.72e-01	-0.425073	-7.3252531	-0.0159112	BMP7	bone morphogenetic protein 7
201023_at	8.91e-01	8.36e-01	-0.207086	-7.3944714	-0.0159072	TAF7	TATA-box binding protein associated factor 7
215264_at	8.59e-01	7.92e-01	-0.26417	-7.3809518	-0.0159042	EMX1	empty spiracles homeobox 1
205942_s_at	8.77e-01	8.17e-01	-0.231753	-7.3890308	-0.0158826	ACSM3	acyl-CoA synthetase medium-chain family member 3
215897_at	7.45e-01	6.46e-01	-0.46022	-7.3096359	-0.0158675	MED25	mediator complex subunit 25
207019_s_at	7.47e-01	6.49e-01	-0.456436	-7.3113766	-0.0158641	AKAP4	A-kinase anchoring protein 4
221296_at	7.95e-01	7.07e-01	-0.376319	-7.3448695	-0.0158629	TECTA	tectorin alpha
216213_at	8.01e-01	7.17e-01	-0.36408	-7.3494202	-0.0158339	NEK1	NIMA related kinase 1
207612_at	7.93e-01	7.06e-01	-0.378674	-7.3439766	-0.0158298	WNT8B	Wnt family member 8B
217910_x_at	7.85e-01	6.96e-01	-0.392177	-7.3387501	-0.0158281	MLX	MLX, MAX dimerization protein
207539_s_at	7.98e-01	7.12e-01	-0.370359	-7.3471042	-0.0158221	IL4	interleukin 4
206454_s_at	7.96e-01	7.09e-01	-0.3737	-7.3458558	-0.0158197	RHO	rhodopsin
204212_at	8.19e-01	7.40e-01	-0.332807	-7.3603662	-0.0158117	ACOT8	acyl-CoA thioesterase 8
210340_s_at	8.91e-01	8.37e-01	-0.206314	-7.3946317	-0.0158027	CSF2RA	colony stimulating factor 2 receptor alpha subunit
220437_at	7.35e-01	6.34e-01	-0.477885	-7.3013202	-0.0157935	ANGPTL8	angiopoietin like 8
220589_s_at	7.76e-01	6.84e-01	-0.408692	-7.3321096	-0.0157791	LOC100507424///ITFG2	uncharacterized LOC100507424///integrin alpha FG-GAP repeat containing 2
216966_at	7.55e-01	6.59e-01	-0.442421	-7.3176993	-0.0157726	ITGA2B	integrin subunit alpha 2b
221617_at	8.07e-01	7.24e-01	-0.35392	-7.3530839	-0.0157497	TAF9B	TATA-box binding protein associated factor 9b
202355_s_at	8.22e-01	7.43e-01	-0.328246	-7.3618805	-0.0157271	GTF2F1	general transcription factor IIF subunit 1
210693_at	8.18e-01	7.38e-01	-0.335344	-7.3595147	-0.0157266	SPPL2B	signal peptide peptidase like 2B
207410_s_at	7.80e-01	6.89e-01	-0.401495	-7.3350368	-0.0157151	TLX2	T-cell leukemia homeobox 2
218042_at	8.55e-01	7.87e-01	-0.271298	-7.379034	-0.0156962	COPS4	COP9 signalosome subunit 4
212478_at	7.94e-01	7.06e-01	-0.378004	-7.3442311	-0.0156445	RMND5A	required for meiotic nuclear division 5 homolog A
202313_at	8.75e-01	8.15e-01	-0.234604	-7.3883626	-0.0156164	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha
211551_at	7.65e-01	6.70e-01	-0.426761	-7.3245313	-0.0155818	EGFR	epidermal growth factor receptor
211227_s_at	5.52e-01	4.32e-01	-0.787983	-7.1047142	-0.0155636	PCDH11Y///PCDH11X	protocadherin 11 Y-linked///protocadherin 11 X-linked
216382_s_at	8.09e-01	7.27e-01	-0.349646	-7.354594	-0.015532	KMT2D	lysine methyltransferase 2D
200684_s_at	8.43e-01	7.71e-01	-0.291447	-7.3733368	-0.0155218	UBE2L3	ubiquitin conjugating enzyme E2 L3
205419_at	9.03e-01	8.53e-01	-0.185624	-7.3987079	-0.0155168	GPR183	G protein-coupled receptor 183
207051_at	8.35e-01	7.59e-01	-0.307082	-7.3686354	-0.0155131	SLC17A4	solute carrier family 17 member 4
207651_at	9.46e-01	9.18e-01	-0.103279	-7.4106673	-0.015505	GPR171	G protein-coupled receptor 171
216516_at	7.03e-01	5.96e-01	-0.531419	-7.2742159	-0.0154937		
217358_at	7.94e-01	7.06e-01	-0.378066	-7.3442077	-0.0154794	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16
214444_s_at	8.24e-01	7.46e-01	-0.324884	-7.3629837	-0.0154793	PVR	poliovirus receptor
211533_at	8.52e-01	7.83e-01	-0.276384	-7.3776345	-0.0154731	PDGFRA	platelet derived growth factor receptor alpha
216660_at	7.02e-01	5.96e-01	-0.531958	-7.2739282	-0.0154534	MYO7B	myosin VIIB
221983_at	8.60e-01	7.94e-01	-0.261815	-7.3815745	-0.0154329	FAM134A	family with sequence similarity 134 member A
216754_at	8.29e-01	7.52e-01	-0.316805	-7.3655881	-0.0154277		
216164_at	7.68e-01	6.73e-01	-0.422539	-7.3263312	-0.0153853	LRRN2	leucine rich repeat neuronal 2
207652_s_at	7.97e-01	7.11e-01	-0.371086	-7.3468335	-0.0153706	CMKLR1	chemerin chemokine-like receptor 1
221053_s_at	7.93e-01	7.06e-01	-0.378862	-7.343905	-0.0153656	TDRKH	tudor and KH domain containing
207682_s_at	7.95e-01	7.07e-01	-0.376212	-7.3449099	-0.0153209	KIF25	kinesin family member 25
207534_at	7.37e-01	6.37e-01	-0.472999	-7.3036515	-0.015319	MAGEB1	MAGE family member B1
218650_at	8.46e-01	7.75e-01	-0.286062	-7.3748993	-0.0153078	MIR1306///DGCR8	microRNA 1306///DGCR8 microprocessor complex subunit
221184_at	8.37e-01	7.63e-01	-0.302213	-7.3701257	-0.0152646		
216783_at	6.50e-01	5.37e-01	-0.618835	-7.2238122	-0.0152344		
211107_s_at	8.71e-01	8.10e-01	-0.240704	-7.3869055	-0.0152093	AURKC	aurora kinase C
208262_x_at	7.71e-01	6.78e-01	-0.416886	-7.3287133	-0.0151667	MEFV	Mediterranean fever
216036_x_at	8.00e-01	7.16e-01	-0.365377	-7.3489452	-0.0151498	WDTC1	WD and tetratricopeptide repeats 1
216763_at	7.08e-01	6.02e-01	-0.5226	-7.2788779	-0.015095		
221784_at	7.78e-01	6.86e-01	-0.405245	-7.3335179	-0.0150765	WIZ	widely interspaced zinc finger motifs
221467_at	7.72e-01	6.78e-01	-0.416339	-7.328942	-0.0150664	MC4R	melanocortin 4 receptor
222011_s_at	9.05e-01	8.57e-01	-0.180849	-7.3995874	-0.0150655	SNORA29///TCP1	small nucleolar RNA, H/ACA box 29///t-complex 1
206442_at	8.00e-01	7.15e-01	-0.366753	-7.3484391	-0.0150552	SEMG1	semenogelin I
214020_x_at	8.62e-01	7.97e-01	-0.258288	-7.3824962	-0.0150548	ITGB5	integrin subunit beta 5
214471_x_at	8.41e-01	7.68e-01	-0.295787	-7.3720564	-0.0150449	CGB1///LHB	chorionic gonadotropin beta subunit 1///luteinizing hormone beta polypeptide
215282_at	8.09e-01	7.26e-01	-0.351203	-7.354046	-0.0150341	ANAPC13	anaphase promoting complex subunit 13
202848_s_at	8.21e-01	7.42e-01	-0.330158	-7.3612483	-0.0150304	GRK6	G protein-coupled receptor kinase 6
213027_at	8.81e-01	8.24e-01	-0.223488	-7.3909217	-0.015015	TROVE2	TROVE domain family member 2
208970_s_at	8.71e-01	8.10e-01	-0.24147	-7.3867198	-0.0150051	UROD	uroporphyrinogen decarboxylase
218453_s_at	8.03e-01	7.20e-01	-0.359833	-7.3509641	-0.0150042	TMEM242	transmembrane protein 242
205781_at	8.51e-01	7.82e-01	-0.277553	-7.3773091	-0.0149916	VPS9D1	VPS9 domain containing 1
206129_s_at	8.39e-01	7.65e-01	-0.299346	-7.3709922	-0.0149792	ARSB	arylsulfatase B
207251_at	8.36e-01	7.61e-01	-0.305556	-7.369105	-0.0149771	MEP1B	meprin A subunit beta
214601_at	7.95e-01	7.08e-01	-0.375712	-7.3450986	-0.0149521	TPH1	tryptophan hydroxylase 1
213369_at	7.98e-01	7.13e-01	-0.36919	-7.3475384	-0.0149515	CDHR1	cadherin related family member 1
218243_at	8.57e-01	7.90e-01	-0.267024	-7.38019	-0.0149471	RUFY1	RUN and FYVE domain containing 1
208366_at	7.18e-01	6.15e-01	-0.505064	-7.287917	-0.0149229	PCDH11X	protocadherin 11 X-linked
221356_x_at	8.31e-01	7.56e-01	-0.312179	-7.3670498	-0.0149227	P2RX2	purinergic receptor P2X 2
210525_x_at	7.19e-01	6.15e-01	-0.504363	-7.2882719	-0.0149075	EFCAB11	EF-hand calcium binding domain 11
206250_x_at	7.46e-01	6.48e-01	-0.458431	-7.3104608	-0.0148989	AVPR1A	arginine vasopressin receptor 1A
216262_s_at	8.71e-01	8.10e-01	-0.241082	-7.386814	-0.0148741	TGIF2	TGFB induced factor homeobox 2
210364_at	8.62e-01	7.97e-01	-0.257223	-7.382772	-0.014854	SCN2B	sodium voltage-gated channel beta subunit 2
210828_s_at	8.02e-01	7.18e-01	-0.361652	-7.3503051	-0.0148317	ARNT	aryl hydrocarbon receptor nuclear translocator
211504_x_at	8.47e-01	7.77e-01	-0.283438	-7.3756501	-0.0147928	ROCK2	Rho associated coiled-coil containing protein kinase 2
214813_at	8.46e-01	7.76e-01	-0.28581	-7.3749718	-0.0147877	ZNF75D	zinc finger protein 75D
206376_at	8.44e-01	7.73e-01	-0.289463	-7.3739158	-0.0147773	SLC6A15	solute carrier family 6 member 15
215514_at	6.31e-01	5.16e-01	-0.651986	-7.2027077	-0.0147634		
218658_s_at	8.06e-01	7.24e-01	-0.354316	-7.3529428	-0.0147617	ACTR8	ARP8 actin-related protein 8 homolog
208365_s_at	7.53e-01	6.57e-01	-0.445286	-7.3164224	-0.0147584	GRK4	G protein-coupled receptor kinase 4
211019_s_at	8.24e-01	7.46e-01	-0.325356	-7.3628296	-0.0147386	LSS	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)
214515_at	6.54e-01	5.42e-01	-0.612382	-7.2277934	-0.0147187	OR1E1	olfactory receptor family 1 subfamily E member 1
220047_at	8.14e-01	7.34e-01	-0.341294	-7.3574925	-0.0147171	SIRT4	sirtuin 4
206399_x_at	8.72e-01	8.11e-01	-0.239705	-7.3871466	-0.0147041	LOC100507353///CACNA1A	uncharacterized LOC100507353///calcium voltage-gated channel subunit alpha1 A
210512_s_at	9.20e-01	8.79e-01	-0.152718	-7.4043044	-0.0146977	VEGFA	vascular endothelial growth factor A
219835_at	8.97e-01	8.45e-01	-0.196426	-7.3966334	-0.0146871	PRDM8	PR/SET domain 8
217566_s_at	7.16e-01	6.12e-01	-0.509342	-7.2857403	-0.0146603	TGM4	transglutaminase 4
209816_at	8.18e-01	7.39e-01	-0.334646	-7.3597498	-0.0146587	PTCH1	patched 1
207004_at	8.60e-01	7.95e-01	-0.26039	-7.3819482	-0.01459	BCL2	BCL2, apoptosis regulator
217877_s_at	8.63e-01	7.99e-01	-0.25547	-7.3832237	-0.0145819	GPBP1L1	GC-rich promoter binding protein 1 like 1
216872_at	8.41e-01	7.68e-01	-0.295983	-7.3719982	-0.0145737		
221182_at	6.40e-01	5.25e-01	-0.637313	-7.2121839	-0.0145683	MROH9	maestro heat like repeat family member 9
210499_s_at	8.47e-01	7.76e-01	-0.284702	-7.3752895	-0.0145559	PQBP1	polyglutamine binding protein 1
210391_at	7.95e-01	7.08e-01	-0.375404	-7.3452149	-0.0145557	NR6A1	nuclear receptor subfamily 6 group A member 1
210203_at	7.70e-01	6.76e-01	-0.418487	-7.3280418	-0.0145435	CNOT4	CCR4-NOT transcription complex subunit 4
215427_s_at	8.71e-01	8.10e-01	-0.241008	-7.386832	-0.0145169	ZCCHC14	zinc finger CCHC-type containing 14
215363_x_at	8.76e-01	8.16e-01	-0.233603	-7.3885982	-0.0145016	FOLH1B///FOLH1	folate hydrolase 1B///folate hydrolase (prostate-specific membrane antigen) 1
216664_at	8.06e-01	7.23e-01	-0.355446	-7.35254	-0.0144327	LOC101929148	uncharacterized LOC101929148
212069_s_at	8.62e-01	7.96e-01	-0.258697	-7.38239	-0.0144272	PRRC2B	proline rich coiled-coil 2B
211680_at	7.12e-01	6.07e-01	-0.515473	-7.2825884	-0.0144104	PDLIM5	PDZ and LIM domain 5
220379_at	8.19e-01	7.40e-01	-0.332097	-7.3606033	-0.0144031	FSCN3	fascin actin-bundling protein 3
